"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"CYCLOBENZAPRINE, ESOMEPRAZOLE","ESOMEPRAZOLE",2.77,"(2.38, 3.2)","2.43e-34",4163
"ROSIGLITAZONE, HYDROCHLOROTHIAZIDE","ROSIGLITAZONE",2.77,"(2.28, 3.33)","6.39e-22",1247
"POTASSIUM CHLORIDE, DEXAMETHASONE","DEXAMETHASONE",2.77,"(2.43, 3.14)","7.67e-45",2534
"CYCLOPHOSPHAMIDE, DOCETAXEL","CYCLOPHOSPHAMIDE",2.77,"(2.34, 3.26)","2.91e-28",1047
"FLUOXETINE, FUROSEMIDE","FLUOXETINE",2.76,"(2.44, 3.13)","6.65e-49",2050
"SALBUTAMOL, FLUCONAZOLE","FLUCONAZOLE",2.76,"(2.33, 3.26)","1.61e-28",1154
"PANTOPRAZOLE, HYDROCODONE","PANTOPRAZOLE",2.76,"(2.51, 3.04)","3.33e-83",3314
"FLUOXETINE, IRON","FLUOXETINE",2.76,"(2.26, 3.36)","4.36e-20",2050
"RANITIDINE, FEXOFENADINE","FEXOFENADINE",2.76,"(2.3, 3.3)","5.91e-25",1380
"OXYCODONE, FUROSEMIDE","FUROSEMIDE",2.76,"(2.57, 2.97)","2.65e-134",6619
"ZOLPIDEM, ESTRADIOL","ZOLPIDEM",2.76,"(2.29, 3.32)","1.62e-22",3296
"SALBUTAMOL, BUPROPION","BUPROPION",2.76,"(2.4, 3.16)","2.28e-40",2031
"OMEPRAZOLE, DEXAMETHASONE","DEXAMETHASONE",2.76,"(2.5, 3.05)","2.25e-75",2534
"SERTRALINE, VENLAFAXINE","VENLAFAXINE",2.76,"(2.39, 3.18)","4.48e-37",2370
"METOCLOPRAMIDE, LEVOTHYROXINE","METOCLOPRAMIDE",2.76,"(2.36, 3.22)","5.21e-32",1439
"PREDNISONE, PROPOXYPHENE","PREDNISONE",2.76,"(2.32, 3.27)","1.22e-25",4984
"OMEPRAZOLE, DOXORUBICIN","OMEPRAZOLE",2.76,"(2.33, 3.25)","7.28e-28",6244
"DIAZEPAM, IBUPROFEN","DIAZEPAM",2.76,"(2.41, 3.15)","6.71e-43",2427
"ROFECOXIB, SERTRALINE","SERTRALINE",2.76,"(2.36, 3.21)","1.79e-32",3054
"TACROLIMUS, FLUCONAZOLE","TACROLIMUS",2.76,"(2.05, 3.65)","2.16e-10",554
"ESCITALOPRAM, AMITRIPTYLINE","ESCITALOPRAM",2.76,"(2.3, 3.28)","7.12e-25",2158
"ROFECOXIB, ALENDRONATE","ROFECOXIB",2.75,"(2.26, 3.33)","1.97e-20",2529
"EZETIMIBE, INSULIN GLARGINE","INSULIN GLARGINE",2.75,"(2.28, 3.3)","1.18e-22",1579
"LORAZEPAM, FEXOFENADINE","LORAZEPAM",2.75,"(2.31, 3.27)","2.94e-25",3224
"ESCITALOPRAM, ESOMEPRAZOLE","ESOMEPRAZOLE",2.75,"(2.43, 3.11)","1.28e-48",4163
"PREDNISONE, EPOETIN ALFA","EPOETIN ALFA",2.75,"(2.42, 3.13)","1.69e-48",1355
"RALOXIFENE, CALCIUM","RALOXIFENE",2.75,"(2.28, 3.31)","5.83e-24",835
"WARFARIN, FEXOFENADINE","WARFARIN",2.75,"(2.27, 3.31)","7.41e-22",4188
"SALBUTAMOL, VARENICLINE","VARENICLINE",2.75,"(2.35, 3.21)","2.06e-30",1790
"METHOTREXATE, ALPRAZOLAM","METHOTREXATE",2.75,"(2.18, 3.44)","4.86e-15",2396
"OXYCODONE, ESCITALOPRAM","OXYCODONE",2.75,"(2.46, 3.07)","2.18e-58",4418
"RISPERIDONE, BIPERIDEN","RISPERIDONE",2.75,"(2.19, 3.42)","3.21e-16",1269
"ATORVASTATIN, TIOTROPIUM","TIOTROPIUM",2.75,"(2.32, 3.24)","7.69e-28",1251
"VARENICLINE, FLUTICASONE PROPIONATE","VARENICLINE",2.75,"(2.28, 3.29)","1.64e-22",1790
"LORATADINE, LORAZEPAM","LORATADINE",2.75,"(2.29, 3.29)","3.62e-24",1155
"VERAPAMIL, HYDROCODONE","VERAPAMIL",2.75,"(2.27, 3.32)","4.50e-22",1143
"RANITIDINE, CETIRIZINE","RANITIDINE",2.75,"(2.3, 3.26)","1.98e-25",2172
"PANTOPRAZOLE, TERIPARATIDE","PANTOPRAZOLE",2.75,"(2.27, 3.3)","2.76e-22",3314
"PREDNISONE, TIOTROPIUM","TIOTROPIUM",2.75,"(2.34, 3.22)","3.47e-30",1251
"ACETYLSALICYLIC ACID, INSULIN DETEMIR","INSULIN DETEMIR",2.75,"(2, 3.75)","8.34e-10",193
"MORPHINE, LEVOFLOXACIN","LEVOFLOXACIN",2.75,"(2.42, 3.11)","7.04e-48",2880
"MAGNESIUM, GABAPENTIN","GABAPENTIN",2.75,"(2.32, 3.24)","2.43e-27",4852
"LORAZEPAM, NAPROXEN","LORAZEPAM",2.75,"(2.35, 3.2)","4.28e-32",3224
"PREDNISONE, DARBEPOETIN ALFA","PREDNISONE",2.75,"(2.35, 3.19)","1.24e-31",4984
"WARFARIN, EZETIMIBE","WARFARIN",2.75,"(2.42, 3.11)","2.04e-46",4188
"ZOLPIDEM, LEVOFLOXACIN","LEVOFLOXACIN",2.74,"(2.44, 3.08)","3.40e-58",2880
"SIMVASTATIN, ALLOPURINOL","ALLOPURINOL",2.74,"(2.49, 3.02)","3.13e-81",2362
"ESOMEPRAZOLE, FENTANYL","ESOMEPRAZOLE",2.74,"(2.44, 3.08)","1.87e-54",4163
"HEPARIN, LISINOPRIL","HEPARIN",2.74,"(2.28, 3.28)","3.67e-24",860
"MELOXICAM, GABAPENTIN","MELOXICAM",2.74,"(2.27, 3.3)","4.05e-23",898
"PREDNISOLONE, ZOLPIDEM","PREDNISOLONE",2.74,"(2.27, 3.29)","4.07e-22",2184
"METOPROLOL, PROPOXYPHENE","METOPROLOL",2.74,"(2.29, 3.26)","7.76e-25",6198
"PROCHLORPERAZINE, FENTANYL","PROCHLORPERAZINE",2.74,"(2.36, 3.17)","1.96e-37",1033
"TAZOBACTAM, FUROSEMIDE","TAZOBACTAM",2.74,"(2.1, 3.56)","1.70e-13",262
"BEVACIZUMAB, ACETYLSALICYLIC ACID","BEVACIZUMAB",2.74,"(2.05, 3.61)","1.22e-10",525
"DIGOXIN, LEVOFLOXACIN","DIGOXIN",2.74,"(2.29, 3.26)","5.38e-24",1683
"SIMVASTATIN, TIOTROPIUM","TIOTROPIUM",2.74,"(2.34, 3.19)","2.11e-31",1251
"MYCOPHENOLATE MOFETIL, ACETYLSALICYLIC ACID","MYCOPHENOLATE MOFETIL",2.74,"(2.25, 3.31)","5.68e-22",712
"CELECOXIB, ESOMEPRAZOLE","ESOMEPRAZOLE",2.74,"(2.44, 3.06)","2.02e-57",4163
"DIAZEPAM, FENTANYL","FENTANYL",2.74,"(2.41, 3.1)","2.14e-45",2767
"PREDNISONE, VENLAFAXINE","VENLAFAXINE",2.74,"(2.37, 3.15)","1.23e-37",2370
"SALBUTAMOL, FLUCONAZOLE","SALBUTAMOL",2.74,"(2.33, 3.19)","4.01e-30",3911
"OXYCODONE, CYCLOPHOSPHAMIDE","OXYCODONE",2.74,"(2.31, 3.22)","1.69e-27",4418
"TRASTUZUMAB, LAPATINIB","LAPATINIB",2.73,"(2, 3.7)","4.47e-10",201
"RITUXIMAB, FUROSEMIDE","RITUXIMAB",2.73,"(1.9, 3.83)","1.45e-07",436
"PANTOPRAZOLE, ROFECOXIB","PANTOPRAZOLE",2.73,"(2.32, 3.21)","1.31e-28",3314
"PAROXETINE, LISINOPRIL","PAROXETINE",2.73,"(2.37, 3.14)","9.27e-38",2819
"VITAMIN D, IBUPROFEN","IBUPROFEN",2.73,"(2.37, 3.14)","5.75e-38",3510
"METFORMIN, LEVOFLOXACIN","METFORMIN",2.73,"(2.27, 3.26)","4.97e-23",4985
"GADODIAMIDE, GADOVERSETAMIDE","GADOVERSETAMIDE",2.73,"(1.89, 4.04)","1.70e-09",411
"RANITIDINE, SIMVASTATIN","RANITIDINE",2.73,"(2.43, 3.06)","1.93e-57",2172
"PREDNISONE, PROMETHAZINE","PREDNISONE",2.73,"(2.35, 3.16)","8.17e-34",4984
"POTASSIUM, POTASSIUM CHLORIDE","POTASSIUM",2.73,"(2.35, 3.16)","5.77e-34",2065
"MEGESTROL, ACETAMINOPHEN","ACETAMINOPHEN",2.73,"(2.38, 3.12)","2.35e-39",10717
"CALCIUM, FEXOFENADINE","FEXOFENADINE",2.73,"(2.27, 3.27)","1.37e-23",1380
"OMEPRAZOLE, PACLITAXEL","PACLITAXEL",2.73,"(2.12, 3.48)","4.85e-13",812
"BACLOFEN, ZOLPIDEM","ZOLPIDEM",2.73,"(2.27, 3.27)","4.67e-23",3296
"CITALOPRAM, FLUOXETINE","FLUOXETINE",2.73,"(2.28, 3.25)","9.94e-25",2050
"LORAZEPAM, GABAPENTIN","LORAZEPAM",2.73,"(2.48, 3)","6.43e-81",3224
"AMOXICILLIN, DIGOXIN","DIGOXIN",2.73,"(2.23, 3.32)","1.57e-19",1683
"METFORMIN, OXYCODONE","METFORMIN",2.73,"(2.42, 3.06)","1.39e-51",4985
"SIMVASTATIN, IBUPROFEN","IBUPROFEN",2.73,"(2.44, 3.04)","8.85e-60",3510
"FLUCONAZOLE, GABAPENTIN","GABAPENTIN",2.73,"(2.35, 3.15)","2.16e-35",4852
"ATORVASTATIN, SIMVASTATIN","ATORVASTATIN",2.73,"(2.54, 2.92)","3.36e-150",14247
"DIPHENHYDRAMINE, HYDROCHLOROTHIAZIDE","DIPHENHYDRAMINE",2.73,"(2.29, 3.23)","7.96e-26",1392
"PAMIDRONATE, LEVOTHYROXINE","PAMIDRONATE",2.73,"(2.33, 3.18)","1.51e-32",1561
"POTASSIUM CHLORIDE, FLUOXETINE","POTASSIUM CHLORIDE",2.72,"(2.3, 3.21)","2.32e-27",2515
"ONDANSETRON, VINCRISTINE","ONDANSETRON",2.72,"(2.21, 3.32)","6.37e-19",1350
"WARFARIN, ZOLPIDEM","WARFARIN",2.72,"(2.44, 3.04)","5.14e-59",4188
"CARBOPLATIN, FENTANYL","CARBOPLATIN",2.72,"(1.98, 3.67)","3.64e-09",509
"FLUCONAZOLE, HEPARIN","HEPARIN",2.72,"(2.1, 3.48)","6.22e-13",860
"ONDANSETRON, CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE",2.72,"(2.25, 3.28)","1.58e-21",1047
"PROPOFOL, SEVOFLURANE","SEVOFLURANE",2.72,"(1.88, 3.98)","1.01e-08",152
"OXYCODONE, FENTANYL","FENTANYL",2.72,"(2.49, 2.96)","2.68e-103",2767
"PROCHLORPERAZINE, ESOMEPRAZOLE","ESOMEPRAZOLE",2.72,"(2.27, 3.24)","2.94e-23",4163
"MELPHALAN, LENALIDOMIDE","MELPHALAN",2.72,"(2.08, 3.53)","1.35e-12",325
"MELOXICAM, METOPROLOL","MELOXICAM",2.72,"(2.23, 3.3)","1.08e-20",898
"OXYCODONE, CLONIDINE","OXYCODONE",2.72,"(2.33, 3.16)","1.03e-31",4418
"SALBUTAMOL, CELECOXIB","SALBUTAMOL",2.72,"(2.37, 3.11)","1.28e-38",3911
"SERTRALINE, IRON","SERTRALINE",2.72,"(2.31, 3.19)","2.14e-28",3054
"NITROFURANTOIN, ACETAMINOPHEN","ACETAMINOPHEN",2.72,"(2.32, 3.17)","5.49e-30",10717
"PROMETHAZINE, LEVOFLOXACIN","PROMETHAZINE",2.71,"(2.29, 3.21)","3.54e-27",1152
"NITROGLYCERIN, POTASSIUM","POTASSIUM",2.71,"(2.27, 3.23)","1.51e-24",2065
"CLAVULANATE, ESOMEPRAZOLE","ESOMEPRAZOLE",2.71,"(2.23, 3.28)","2.16e-20",4163
"OXYCODONE, ZOLPIDEM","OXYCODONE",2.71,"(2.5, 2.94)","2.59e-113",4418
"ATENOLOL, TERIPARATIDE","ATENOLOL",2.71,"(2.28, 3.21)","1.08e-25",4333
"ACETAMINOPHEN, VARENICLINE","VARENICLINE",2.71,"(2.34, 3.14)","7.83e-34",1790
"TOPIRAMATE, ESOMEPRAZOLE","TOPIRAMATE",2.71,"(2.17, 3.36)","8.29e-17",919
"CETIRIZINE, HYDROCODONE","HYDROCODONE",2.71,"(2.37, 3.1)","1.67e-40",4590
"OMEPRAZOLE, RANITIDINE","RANITIDINE",2.71,"(2.41, 3.05)","7.51e-55",2172
"MEGESTROL, OXYCODONE","OXYCODONE",2.71,"(2.29, 3.19)","5.67e-27",4418
"METOPROLOL, TACROLIMUS","TACROLIMUS",2.71,"(2.1, 3.47)","5.04e-13",554
"PANTOPRAZOLE, HYDROMORPHONE","PANTOPRAZOLE",2.71,"(2.35, 3.12)","3.37e-36",3314
"FENTANYL, IBUPROFEN","IBUPROFEN",2.71,"(2.35, 3.12)","1.41e-35",3510
"EPOETIN ALFA, AMLODIPINE","AMLODIPINE",2.71,"(2.39, 3.06)","6.46e-47",6244
"PROMETHAZINE, AMITRIPTYLINE","AMITRIPTYLINE",2.71,"(2.26, 3.24)","2.05e-23",2093
"PAROXETINE, ESCITALOPRAM","ESCITALOPRAM",2.71,"(2.26, 3.23)","5.32e-24",2158
"METHADONE, HYDROCODONE","METHADONE",2.71,"(2.24, 3.26)","9.45e-23",686
"POTASSIUM CHLORIDE, HYDROMORPHONE","HYDROMORPHONE",2.71,"(2.25, 3.25)","7.31e-24",951
"PREDNISONE, LEVOFLOXACIN","PREDNISONE",2.71,"(2.42, 3.02)","5.31e-58",4984
"OMEPRAZOLE, ESCITALOPRAM","ESCITALOPRAM",2.71,"(2.39, 3.07)","6.88e-47",2158
"MORPHINE, DEXAMETHASONE","MORPHINE",2.71,"(2.42, 3.03)","1.66e-58",2024
"ROFECOXIB, SALBUTAMOL","SALBUTAMOL",2.71,"(2.33, 3.14)","4.21e-33",3911
"FEXOFENADINE, IBUPROFEN","IBUPROFEN",2.71,"(2.3, 3.18)","9.86e-28",3510
"POTASSIUM, POTASSIUM CHLORIDE","POTASSIUM CHLORIDE",2.71,"(2.33, 3.13)","4.51e-34",2515
"ATORVASTATIN, SULFAMETHOXAZOLE","SULFAMETHOXAZOLE",2.71,"(2.25, 3.24)","8.78e-23",1208
"WARFARIN, CELECOXIB","CELECOXIB",2.71,"(2.35, 3.1)","4.45e-38",2493
"ROFECOXIB, VENLAFAXINE","VENLAFAXINE",2.71,"(2.22, 3.28)","4.52e-20",2370
"PREDNISONE, EZETIMIBE","PREDNISONE",2.71,"(2.3, 3.17)","4.76e-28",4984
"ACETYLSALICYLIC ACID, CLOZAPINE","CLOZAPINE",2.71,"(1.92, 3.72)","6.65e-08",535
"PREDNISONE, HYDROMORPHONE","PREDNISONE",2.71,"(2.3, 3.17)","1.16e-28",4984
"OXYCODONE, FAMOTIDINE","FAMOTIDINE",2.71,"(2.36, 3.09)","1.59e-41",1751
"PANTOPRAZOLE, PAROXETINE","PAROXETINE",2.71,"(2.32, 3.14)","2.98e-32",2819
"TERIPARATIDE, ALENDRONATE","ALENDRONATE",2.71,"(2.35, 3.11)","5.71e-37",5048
"METOCLOPRAMIDE, CITALOPRAM","CITALOPRAM",2.71,"(2.24, 3.24)","3.48e-22",2294
"NYSTATIN, FUROSEMIDE","FUROSEMIDE",2.7,"(2.34, 3.11)","8.57e-36",6619
"ATORVASTATIN, CITALOPRAM","CITALOPRAM",2.7,"(2.37, 3.07)","2.29e-44",2294
"ACETAMINOPHEN, CEPHALEXIN","CEPHALEXIN",2.7,"(2.35, 3.11)","1.69e-46",943
"AMOXICILLIN, LEVOTHYROXINE","AMOXICILLIN",2.7,"(2.33, 3.12)","7.74e-36",1746
"ZOLPIDEM, CEPHALEXIN","CEPHALEXIN",2.7,"(2.3, 3.17)","2.06e-31",943
"GADOTERIDOL, GADOVERSETAMIDE","GADOVERSETAMIDE",2.7,"(2.07, 3.56)","2.56e-15",411
"WARFARIN, CODEINE","WARFARIN",2.7,"(2.23, 3.25)","8.06e-21",4188
"PREGABALIN, GABAPENTIN","PREGABALIN",2.7,"(2.46, 2.97)","3.65e-81",3495
"LORATADINE, ATORVASTATIN","LORATADINE",2.7,"(2.28, 3.19)","1.66e-27",1155
"PREGABALIN, ADALIMUMAB","ADALIMUMAB",2.7,"(2.05, 3.49)","4.01e-11",2865
"ROSUVASTATIN, WARFARIN","WARFARIN",2.7,"(2.38, 3.05)","1.12e-45",4188
"SERTRALINE, CELECOXIB","CELECOXIB",2.7,"(2.31, 3.14)","6.64e-31",2493
"CLOPIDOGREL, IBUPROFEN","IBUPROFEN",2.7,"(2.28, 3.18)","1.25e-26",3510
"CYCLOBENZAPRINE, DIAZEPAM","CYCLOBENZAPRINE",2.7,"(2.33, 3.12)","1.81e-35",1624
"THALIDOMIDE, BORTEZOMIB","BORTEZOMIB",2.7,"(2.23, 3.25)","1.01e-22",649
"DEXTROMETHORPHAN, GUAIFENESIN","DEXTROMETHORPHAN",2.7,"(1.98, 3.7)","2.49e-11",199
"ESCITALOPRAM, GABAPENTIN","ESCITALOPRAM",2.7,"(2.38, 3.05)","1.65e-48",2158
"CALCIUM, ESOMEPRAZOLE","ESOMEPRAZOLE",2.7,"(2.38, 3.05)","5.79e-45",4163
"MORPHINE, WARFARIN","MORPHINE",2.7,"(2.35, 3.09)","1.51e-38",2024
"TRAMADOL, BUPROPION","BUPROPION",2.7,"(2.24, 3.23)","4.96e-22",2031
"BACLOFEN, DULOXETINE","DULOXETINE",2.7,"(2.21, 3.27)","1.61e-19",2135
"FUROSEMIDE, LENALIDOMIDE","LENALIDOMIDE",2.7,"(2.26, 3.2)","1.45e-24",1107
"NYSTATIN, POTASSIUM CHLORIDE","NYSTATIN",2.7,"(2.21, 3.27)","9.64e-22",560
"SENNA, ACETAMINOPHEN","SENNA",2.7,"(2.24, 3.24)","2.88e-28",540
"MELOXICAM, ZOLPIDEM","ZOLPIDEM",2.7,"(2.24, 3.23)","4.02e-22",3296
"WARFARIN, FLUOXETINE","WARFARIN",2.69,"(2.27, 3.19)","3.28e-25",4188
"CYCLOBENZAPRINE, LANSOPRAZOLE","LANSOPRAZOLE",2.69,"(2.25, 3.2)","3.86e-24",3261
"AMOXICILLIN, NAPROXEN","AMOXICILLIN",2.69,"(2.23, 3.24)","2.02e-21",1746
"ZOLPIDEM, CIPROFLOXACIN","CIPROFLOXACIN",2.69,"(2.33, 3.1)","3.05e-36",2140
"LORATADINE, RANITIDINE","RANITIDINE",2.69,"(2.24, 3.22)","6.47e-23",2172
"NYSTATIN, DEXAMETHASONE","NYSTATIN",2.69,"(2.21, 3.27)","3.54e-22",560
"SALBUTAMOL, SULFAMETHOXAZOLE","SULFAMETHOXAZOLE",2.69,"(2.24, 3.22)","6.03e-23",1208
"PROCHLORPERAZINE, ACETAMINOPHEN","PROCHLORPERAZINE",2.69,"(2.36, 3.07)","1.74e-52",1033
"TIOTROPIUM, EZETIMIBE","TIOTROPIUM",2.69,"(2.04, 3.5)","5.04e-11",1251
"NAPROXEN, FLUOXETINE","NAPROXEN",2.69,"(2.22, 3.25)","1.75e-20",2071
"OXYCODONE, TERIPARATIDE","OXYCODONE",2.69,"(2.27, 3.17)","3.48e-26",4418
"ATORVASTATIN, ENOXAPARIN","ENOXAPARIN",2.69,"(2.22, 3.24)","2.75e-21",938
"VENLAFAXINE, AMITRIPTYLINE","VENLAFAXINE",2.69,"(2.29, 3.14)","1.96e-29",2370
"LORAZEPAM, METHOTREXATE","METHOTREXATE",2.69,"(2.07, 3.45)","7.06e-12",2396
"PANTOPRAZOLE, TEMAZEPAM","PANTOPRAZOLE",2.69,"(2.29, 3.14)","1.43e-29",3314
"AMOXICILLIN, AMLODIPINE","AMOXICILLIN",2.69,"(2.29, 3.13)","1.77e-30",1746
"ROFECOXIB, VALSARTAN","ROFECOXIB",2.69,"(2.16, 3.31)","1.59e-16",2529
"METHOTREXATE, CLONAZEPAM","METHOTREXATE",2.69,"(2.08, 3.43)","2.52e-12",2396
"PAMIDRONATE, DOXORUBICIN","PAMIDRONATE",2.69,"(2.31, 3.12)","4.26e-34",1561
"OXYCODONE, SALMETEROL","SALMETEROL",2.69,"(2.32, 3.09)","1.69e-35",2396
"ZOLPIDEM, GABAPENTIN","ZOLPIDEM",2.68,"(2.45, 2.94)","1.42e-86",3296
"LORAZEPAM, DOCETAXEL","LORAZEPAM",2.68,"(2.23, 3.21)","1.36e-22",3224
"PREDNISOLONE, LISINOPRIL","PREDNISOLONE",2.68,"(2.16, 3.31)","1.64e-16",2184
"ATORVASTATIN, FEXOFENADINE","FEXOFENADINE",2.68,"(2.33, 3.08)","4.28e-39",1380
"MORPHINE, POTASSIUM CHLORIDE","MORPHINE",2.68,"(2.35, 3.05)","2.75e-42",2024
"OXYCODONE, PREDNISONE","PREDNISONE",2.68,"(2.46, 2.92)","1.09e-95",4984
"PAROXETINE, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",2.68,"(2.31, 3.1)","3.66e-33",3257
"LORAZEPAM, INSULIN GLARGINE","INSULIN GLARGINE",2.68,"(2.15, 3.31)","1.82e-16",1579
"MOXIFLOXACIN, LEVOFLOXACIN","LEVOFLOXACIN",2.68,"(2.27, 3.15)","1.64e-27",2880
"OMEPRAZOLE, FENTANYL","FENTANYL",2.68,"(2.4, 2.98)","3.49e-61",2767
"PREDNISONE, FENTANYL","FENTANYL",2.68,"(2.36, 3.03)","1.92e-44",2767
"ZOLPIDEM, CONJUGATED ESTROGENS","ZOLPIDEM",2.68,"(2.28, 3.14)","2.35e-28",3296
"POTASSIUM CHLORIDE, GABAPENTIN","POTASSIUM CHLORIDE",2.68,"(2.41, 2.97)","1.39e-64",2515
"SALMETEROL, VARENICLINE","VARENICLINE",2.68,"(2.19, 3.24)","2.95e-19",1790
"GADOBENATE DIMEGLUMINE, GADOVERSETAMIDE","GADOVERSETAMIDE",2.68,"(2.03, 3.57)","2.94e-14",411
"CEPHALEXIN, HYDROCODONE","CEPHALEXIN",2.68,"(2.32, 3.08)","6.11e-42",943
"ACETYLSALICYLIC ACID, CLINDAMYCIN","ACETYLSALICYLIC ACID",2.68,"(2.25, 3.16)","3.68e-25",13865
"FOLIC ACID, GABAPENTIN","FOLIC ACID",2.68,"(2.35, 3.04)","8.26e-43",2656
"PROPOXYPHENE, ZOLPIDEM","PROPOXYPHENE",2.67,"(2.23, 3.19)","8.02e-25",784
"THALIDOMIDE, CYCLOPHOSPHAMIDE","THALIDOMIDE",2.67,"(2.14, 3.32)","4.41e-16",645
"NYSTATIN, ACETAMINOPHEN","NYSTATIN",2.67,"(2.24, 3.2)","1.47e-28",560
"AMOXICILLIN, SULFAMETHOXAZOLE","SULFAMETHOXAZOLE",2.67,"(2.18, 3.26)","7.47e-19",1208
"MYCOPHENOLATE MOFETIL, ATORVASTATIN","MYCOPHENOLATE MOFETIL",2.67,"(2.11, 3.36)","1.71e-14",712
"METOPROLOL, MYCOPHENOLATE MOFETIL","MYCOPHENOLATE MOFETIL",2.67,"(2.16, 3.28)","7.70e-18",712
"ROSUVASTATIN, ACETAMINOPHEN","ACETAMINOPHEN",2.67,"(2.42, 2.94)","2.75e-72",10717
"ALLOPURINOL, HEPARIN","HEPARIN",2.67,"(2.08, 3.39)","3.13e-13",860
"VALACICLOVIR, ACETYLSALICYLIC ACID","VALACICLOVIR",2.67,"(2.22, 3.21)","1.29e-22",795
"CLAVULANATE, HYDROCODONE","HYDROCODONE",2.67,"(2.25, 3.16)","2.01e-25",4590
"OMEPRAZOLE, PROPOXYPHENE","OMEPRAZOLE",2.67,"(2.22, 3.19)","3.48e-22",6244
"METHYLPREDNISOLONE, HYDROCODONE","HYDROCODONE",2.67,"(2.25, 3.15)","5.66e-26",4590
"FUROSEMIDE, HYDROCODONE","FUROSEMIDE",2.67,"(2.48, 2.87)","5.30e-127",6619
"SERTRALINE, FLUOXETINE","SERTRALINE",2.67,"(2.29, 3.1)","7.53e-31",3054
"ESOMEPRAZOLE, HYDROMORPHONE","HYDROMORPHONE",2.67,"(2.22, 3.2)","1.98e-23",951
"PRAVASTATIN, RANITIDINE","RANITIDINE",2.67,"(2.19, 3.23)","1.12e-19",2172
"ZOLEDRONATE, EXEMESTANE","ZOLEDRONATE",2.67,"(2.3, 3.08)","3.54e-34",4579
"SERTRALINE, AMITRIPTYLINE","SERTRALINE",2.67,"(2.29, 3.09)","4.35e-32",3054
"PROMETHAZINE, AZITHROMYCIN","PROMETHAZINE",2.67,"(2.2, 3.22)","4.82e-21",1152
"ESTRADIOL, HYDROCHLOROTHIAZIDE","ESTRADIOL",2.67,"(2.19, 3.23)","6.16e-20",1051
"SUNITINIB, FUROSEMIDE","SUNITINIB",2.67,"(1.96, 3.57)","1.85e-09",459
"FLUOXETINE, GABAPENTIN","FLUOXETINE",2.67,"(2.35, 3.01)","5.42e-47",2050
"LOSARTAN, INSULIN GLARGINE","INSULIN GLARGINE",2.67,"(2.18, 3.23)","3.41e-19",1579
"PROMETHAZINE, DIPHENHYDRAMINE","DIPHENHYDRAMINE",2.67,"(2.23, 3.18)","1.81e-23",1392
"VITAMIN D, IPRATROPIUM BROMIDE","IPRATROPIUM BROMIDE",2.66,"(2.15, 3.28)","3.71e-17",1215
"MORPHINE, DULOXETINE","MORPHINE",2.66,"(2.23, 3.17)","9.29e-24",2024
"CARVEDILOL, HYDROCODONE","CARVEDILOL",2.66,"(2.32, 3.05)","1.84e-38",2012
"LORAZEPAM, IRON","IRON",2.66,"(2.27, 3.11)","1.34e-29",1796
"CITALOPRAM, ESCITALOPRAM","ESCITALOPRAM",2.66,"(2.21, 3.19)","7.77e-22",2158
"METOCLOPRAMIDE, TRIMETHOPRIM","TRIMETHOPRIM",2.66,"(2.23, 3.16)","7.88e-24",1614
"IBUPROFEN, AMITRIPTYLINE","AMITRIPTYLINE",2.66,"(2.32, 3.05)","1.25e-38",2093
"ONDANSETRON, IRON","IRON",2.66,"(2.22, 3.17)","2.60e-23",1796
"DICLOFENAC, AMITRIPTYLINE","DICLOFENAC",2.66,"(2.19, 3.2)","1.78e-20",1707
"HEPARIN, LEVOTHYROXINE","HEPARIN",2.66,"(2.16, 3.26)","8.10e-18",860
"PAROXETINE, RANITIDINE","RANITIDINE",2.66,"(2.24, 3.14)","5.16e-26",2172
"LORATADINE, LORAZEPAM","LORAZEPAM",2.66,"(2.23, 3.15)","2.79e-24",3224
"NAPROXEN, IRON","IRON",2.66,"(2.18, 3.23)","3.10e-19",1796
"DEXAMETHASONE, ESOMEPRAZOLE","ESOMEPRAZOLE",2.66,"(2.33, 3.02)","2.39e-41",4163
"ZOLEDRONATE, ACETYLSALICYLIC ACID","ZOLEDRONATE",2.66,"(2.44, 2.89)","4.74e-100",4579
"MEGESTROL, FUROSEMIDE","FUROSEMIDE",2.66,"(2.2, 3.18)","2.32e-21",6619
"RANITIDINE, ALPRAZOLAM","RANITIDINE",2.66,"(2.3, 3.06)","2.98e-35",2172
"LORAZEPAM, FENTANYL","FENTANYL",2.66,"(2.37, 2.97)","4.38e-54",2767
"ZOLPIDEM, FENTANYL","ZOLPIDEM",2.66,"(2.39, 2.95)","1.13e-63",3296
"ENOXAPARIN, LANSOPRAZOLE","ENOXAPARIN",2.66,"(2.09, 3.34)","6.84e-14",938
"INSULIN GLARGINE, AMLODIPINE","INSULIN GLARGINE",2.66,"(2.32, 3.04)","8.84e-39",1579
"GLIPIZIDE, HYDROCODONE","GLIPIZIDE",2.65,"(2.22, 3.16)","6.10e-24",1189
"ONDANSETRON, CITALOPRAM","CITALOPRAM",2.65,"(2.2, 3.19)","6.61e-21",2294
"CITALOPRAM, ESCITALOPRAM","CITALOPRAM",2.65,"(2.2, 3.18)","8.76e-22",2294
