"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"ACETAMINOPHEN, WARFARIN, FENTANYL","ACETAMINOPHEN, WARFARIN",2.04,"(1.71, 2.42)","1.59e-14",1105
"METOPROLOL, FOLIC ACID, AMLODIPINE","FOLIC ACID, AMLODIPINE",2.04,"(1.56, 2.65)","1.88e-07",295
"POTASSIUM CHLORIDE, ACETAMINOPHEN, CLOPIDOGREL","POTASSIUM CHLORIDE, CLOPIDOGREL",2.04,"(1.58, 2.62)","2.28e-08",289
"PROCHLORPERAZINE, ACETAMINOPHEN, DEXAMETHASONE","ACETAMINOPHEN, DEXAMETHASONE",2.04,"(1.75, 2.37)","7.62e-20",947
"PREDNISONE, SALBUTAMOL, LEVOTHYROXINE","PREDNISONE, SALBUTAMOL",2.04,"(1.67, 2.47)","5.88e-12",657
"FUROSEMIDE, HYDROCHLOROTHIAZIDE, LISINOPRIL","FUROSEMIDE, LISINOPRIL",2.04,"(1.71, 2.42)","2.20e-14",1050
"OXYCODONE, ACETAMINOPHEN, CELECOXIB","OXYCODONE, CELECOXIB",2.04,"(1.62, 2.58)","1.40e-10",466
"ACETAMINOPHEN, ZOLPIDEM, CYCLOBENZAPRINE","ACETAMINOPHEN, CYCLOBENZAPRINE",2.04,"(1.72, 2.41)","5.58e-16",842
"PREGABALIN, SALMETEROL, FLUTICASONE PROPIONATE","SALMETEROL, FLUTICASONE PROPIONATE",2.04,"(1.62, 2.53)","3.21e-09",2015
"MERCAPTOPURINE, METHOTREXATE, VINCRISTINE","METHOTREXATE, VINCRISTINE",2.04,"(1.39, 2.94)","1.69e-04",140
"NITROGLYCERIN, SIMVASTATIN, FUROSEMIDE","NITROGLYCERIN, FUROSEMIDE",2.04,"(1.68, 2.46)","2.35e-13",523
"PREDNISONE, ACETAMINOPHEN, FENTANYL","ACETAMINOPHEN, FENTANYL",2.04,"(1.72, 2.4)","3.48e-16",1108
"ACETYLSALICYLIC ACID, DIGOXIN, AMLODIPINE","DIGOXIN, AMLODIPINE",2.04,"(1.53, 2.7)","4.29e-07",222
"POTASSIUM CHLORIDE, SALBUTAMOL, IPRATROPIUM BROMIDE","SALBUTAMOL, IPRATROPIUM BROMIDE",2.03,"(1.71, 2.42)","1.32e-14",933
"SALMETEROL, ACETAMINOPHEN, FLUTICASONE PROPIONATE","SALMETEROL, FLUTICASONE PROPIONATE",2.03,"(1.82, 2.28)","1.07e-31",2015
"SALBUTAMOL, FUROSEMIDE, LISINOPRIL","FUROSEMIDE, LISINOPRIL",2.03,"(1.75, 2.36)","2.06e-19",1050
"PANTOPRAZOLE, ACETAMINOPHEN, ZOLPIDEM","PANTOPRAZOLE, ZOLPIDEM",2.03,"(1.67, 2.48)","1.71e-13",498
"ACETAMINOPHEN, DIPHENHYDRAMINE, FUROSEMIDE","DIPHENHYDRAMINE, FUROSEMIDE",2.03,"(1.48, 2.83)","5.61e-06",210
"WARFARIN, FUROSEMIDE, LEVOFLOXACIN","FUROSEMIDE, LEVOFLOXACIN",2.03,"(1.65, 2.5)","2.78e-11",459
"OXYCODONE, WARFARIN, ZOLEDRONATE","WARFARIN, ZOLEDRONATE",2.03,"(1.71, 2.42)","5.36e-16",683
"METOPROLOL, SIMVASTATIN, FOLIC ACID","METOPROLOL, FOLIC ACID",2.03,"(1.63, 2.53)","2.73e-10",411
"SALBUTAMOL, ACETAMINOPHEN, FENTANYL","SALBUTAMOL, ACETAMINOPHEN",2.03,"(1.71, 2.41)","4.33e-15",1195
"METFORMIN, OXYCODONE, ACETAMINOPHEN","METFORMIN, ACETAMINOPHEN",2.03,"(1.72, 2.4)","4.03e-16",728
"PAROXETINE, ACETAMINOPHEN, ZOLPIDEM","ACETAMINOPHEN, ZOLPIDEM",2.03,"(1.69, 2.43)","1.33e-13",1260
"ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE, FUROSEMIDE","FLUTICASONE PROPIONATE, FUROSEMIDE",2.03,"(1.68, 2.45)","1.17e-13",484
"ONDANSETRON, OXYCODONE, ACETAMINOPHEN","ONDANSETRON, ACETAMINOPHEN",2.03,"(1.74, 2.36)","8.02e-20",769
"PREDNISONE, ACETAMINOPHEN, IPRATROPIUM BROMIDE","PREDNISONE, IPRATROPIUM BROMIDE",2.03,"(1.57, 2.62)","4.50e-08",276
"POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE","POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID",2.03,"(1.67, 2.46)","4.48e-12",815
"OXYCODONE, ACETAMINOPHEN, WARFARIN","ACETAMINOPHEN, WARFARIN",2.03,"(1.78, 2.31)","3.49e-26",1105
"POTASSIUM CHLORIDE, PROMETHAZINE, ACETAMINOPHEN","POTASSIUM CHLORIDE, PROMETHAZINE",2.03,"(1.41, 2.96)","5.71e-05",171
"OMEPRAZOLE, PREDNISOLONE, ACETAMINOPHEN","PREDNISOLONE, ACETAMINOPHEN",2.03,"(1.63, 2.52)","4.72e-10",401
"METOPROLOL, FOLIC ACID, FUROSEMIDE","FOLIC ACID, FUROSEMIDE",2.03,"(1.66, 2.48)","8.73e-12",491
"OXYCODONE, ACETAMINOPHEN, DULOXETINE","OXYCODONE, ACETAMINOPHEN",2.03,"(1.77, 2.32)","3.31e-22",2658
"ACETAMINOPHEN, CYCLOBENZAPRINE, ALPRAZOLAM","ACETAMINOPHEN, ALPRAZOLAM",2.03,"(1.71, 2.4)","7.42e-15",1323
"MORPHINE, ACETAMINOPHEN, CIPROFLOXACIN","ACETAMINOPHEN, CIPROFLOXACIN",2.03,"(1.68, 2.44)","3.06e-13",671
"ACETAMINOPHEN, ALPRAZOLAM, FENTANYL","ACETAMINOPHEN, ALPRAZOLAM",2.03,"(1.74, 2.35)","2.35e-19",1323
"LORATADINE, SALBUTAMOL, FLUTICASONE PROPIONATE","SALBUTAMOL, FLUTICASONE PROPIONATE",2.03,"(1.66, 2.46)","2.98e-11",1368
"LOSARTAN, ACETYLSALICYLIC ACID, FUROSEMIDE","LOSARTAN, FUROSEMIDE",2.03,"(1.66, 2.48)","2.94e-12",431
"METOPROLOL, SIMVASTATIN, GABAPENTIN","SIMVASTATIN, GABAPENTIN",2.03,"(1.68, 2.43)","8.21e-14",597
"ATORVASTATIN, ALPRAZOLAM, FUROSEMIDE","ATORVASTATIN, ALPRAZOLAM",2.03,"(1.67, 2.45)","9.57e-13",577
"OMEPRAZOLE, SIMVASTATIN, HYDROCODONE","OMEPRAZOLE, HYDROCODONE",2.03,"(1.71, 2.39)","5.38e-16",828
"ACETYLSALICYLIC ACID, CLOPIDOGREL, EZETIMIBE","ACETYLSALICYLIC ACID, CLOPIDOGREL",2.03,"(1.78, 2.3)","6.32e-24",2144
"OXYCODONE, ACETAMINOPHEN, ALPRAZOLAM","OXYCODONE, ACETAMINOPHEN",2.03,"(1.83, 2.23)","2.84e-41",2658
"ACETAMINOPHEN, DIPHENHYDRAMINE, LEVOTHYROXINE","DIPHENHYDRAMINE, LEVOTHYROXINE",2.03,"(1.48, 2.79)","5.26e-06",192
"SALBUTAMOL, ACETAMINOPHEN, FLUTICASONE PROPIONATE","SALBUTAMOL, FLUTICASONE PROPIONATE",2.02,"(1.79, 2.29)","2.93e-28",1368
"LORAZEPAM, ACETAMINOPHEN, ENOXAPARIN","LORAZEPAM, ACETAMINOPHEN",2.02,"(1.68, 2.43)","1.07e-12",1196
"PREDNISONE, FUROSEMIDE, LISINOPRIL","PREDNISONE, FUROSEMIDE",2.02,"(1.7, 2.4)","5.06e-15",822
"PREDNISONE, ACETAMINOPHEN, HYDROCHLOROTHIAZIDE","PREDNISONE, ACETAMINOPHEN",2.02,"(1.72, 2.38)","5.43e-16",1285
"SULFAMETHOXAZOLE, TRIMETHOPRIM, DEXAMETHASONE","SULFAMETHOXAZOLE, TRIMETHOPRIM",2.02,"(1.72, 2.37)","8.18e-17",1145
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, FOLIC ACID","PANTOPRAZOLE, FOLIC ACID",2.02,"(1.59, 2.56)","5.56e-09",326
"ACETAMINOPHEN, HYDROCODONE, AMLODIPINE","ACETAMINOPHEN, AMLODIPINE",2.02,"(1.76, 2.32)","3.57e-24",945
"ACETAMINOPHEN, ALPRAZOLAM, HYDROCHLOROTHIAZIDE","ACETAMINOPHEN, HYDROCHLOROTHIAZIDE",2.02,"(1.71, 2.38)","4.67e-16",1071
"SALBUTAMOL, ACETAMINOPHEN, HYDROCODONE","SALBUTAMOL, HYDROCODONE",2.02,"(1.57, 2.63)","3.47e-09",712
"WARFARIN, DIGOXIN, LISINOPRIL","WARFARIN, DIGOXIN",2.02,"(1.69, 2.42)","6.59e-14",664
"PAMIDRONATE, ZOLEDRONATE, FENTANYL","ZOLEDRONATE, FENTANYL",2.02,"(1.72, 2.38)","6.67e-18",756
"PANTOPRAZOLE, SPIRONOLACTONE, FUROSEMIDE","SPIRONOLACTONE, FUROSEMIDE",2.02,"(1.62, 2.51)","2.37e-09",776
"OMEPRAZOLE, ACETAMINOPHEN, CLONAZEPAM","OMEPRAZOLE, CLONAZEPAM",2.02,"(1.62, 2.52)","2.72e-10",371
"METOPROLOL, PANTOPRAZOLE, SALBUTAMOL","PANTOPRAZOLE, SALBUTAMOL",2.02,"(1.63, 2.5)","1.25e-10",450
"ACETYLSALICYLIC ACID, ALPRAZOLAM, GABAPENTIN","ALPRAZOLAM, GABAPENTIN",2.02,"(1.67, 2.44)","5.43e-13",645
"ACETAMINOPHEN, HYDROCODONE, IBUPROFEN","ACETAMINOPHEN, HYDROCODONE",2.02,"(1.84, 2.21)","1.40e-46",3899
"AMOXICILLIN, SALBUTAMOL, CLAVULANATE","AMOXICILLIN, CLAVULANATE",2.02,"(1.6, 2.53)","9.33e-09",686
"ATORVASTATIN, HYDROCHLOROTHIAZIDE, LISINOPRIL","HYDROCHLOROTHIAZIDE, LISINOPRIL",2.02,"(1.73, 2.36)","7.49e-18",1077
"MORPHINE, SIMVASTATIN, ACETAMINOPHEN","MORPHINE, SIMVASTATIN",2.02,"(1.5, 2.72)","1.30e-06",221
"SALBUTAMOL, ACETAMINOPHEN, CITALOPRAM","SALBUTAMOL, ACETAMINOPHEN",2.02,"(1.66, 2.44)","6.62e-12",1195
"PROMETHAZINE, ACETAMINOPHEN, ACETYLSALICYLIC ACID","PROMETHAZINE, ACETAMINOPHEN",2.02,"(1.67, 2.44)","1.11e-12",628
"ACETAMINOPHEN, VENLAFAXINE, GABAPENTIN","ACETAMINOPHEN, GABAPENTIN",2.02,"(1.72, 2.36)","2.23e-17",1689
"ACETAMINOPHEN, IBUPROFEN, LISINOPRIL","ACETAMINOPHEN, IBUPROFEN",2.02,"(1.68, 2.41)","2.50e-13",1329
"MORPHINE, OMEPRAZOLE, ACETYLSALICYLIC ACID","MORPHINE, ACETYLSALICYLIC ACID",2.02,"(1.6, 2.54)","4.79e-09",376
"METOCLOPRAMIDE, PROMETHAZINE, ACETAMINOPHEN","METOCLOPRAMIDE, ACETAMINOPHEN",2.02,"(1.64, 2.47)","4.58e-11",667
"OMEPRAZOLE, OXYCODONE, PREDNISONE","OXYCODONE, PREDNISONE",2.02,"(1.7, 2.39)","2.22e-15",695
"OXYCODONE, PREDNISONE, ZOLPIDEM","OXYCODONE, ZOLPIDEM",2.02,"(1.7, 2.39)","1.28e-15",851
"MORPHINE, PAMIDRONATE, ZOLEDRONATE","MORPHINE, ZOLEDRONATE",2.02,"(1.67, 2.44)","8.30e-14",588
"VALSARTAN, ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE","VALSARTAN, HYDROCHLOROTHIAZIDE",2.02,"(1.7, 2.38)","1.04e-15",694
"OMEPRAZOLE, ACETAMINOPHEN, ZOLEDRONATE","ACETAMINOPHEN, ZOLEDRONATE",2.02,"(1.78, 2.28)","4.72e-28",1524
"PANTOPRAZOLE, POTASSIUM CHLORIDE, FUROSEMIDE","POTASSIUM CHLORIDE, FUROSEMIDE",2.02,"(1.76, 2.31)","9.33e-22",1374
"ATORVASTATIN, FUROSEMIDE, IRON","FUROSEMIDE, IRON",2.02,"(1.63, 2.48)","1.56e-10",542
"TIOTROPIUM, ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE","TIOTROPIUM, FLUTICASONE PROPIONATE",2.02,"(1.63, 2.49)","1.27e-10",432
"POTASSIUM CHLORIDE, ACETAMINOPHEN, GABAPENTIN","POTASSIUM CHLORIDE, GABAPENTIN",2.02,"(1.66, 2.45)","4.78e-13",491
"METOPROLOL, RANITIDINE, FUROSEMIDE","METOPROLOL, RANITIDINE",2.02,"(1.56, 2.61)","6.94e-08",277
"METOPROLOL, ACETYLSALICYLIC ACID, DILTIAZEM","METOPROLOL, DILTIAZEM",2.02,"(1.58, 2.58)","1.23e-08",290
"OMEPRAZOLE, PREGABALIN, ACETAMINOPHEN","OMEPRAZOLE, PREGABALIN",2.02,"(1.56, 2.6)","3.76e-08",275
"CLOPIDOGREL, ALLOPURINOL, FUROSEMIDE","CLOPIDOGREL, FUROSEMIDE",2.02,"(1.67, 2.43)","2.43e-12",850
"ACETYLSALICYLIC ACID, EPOETIN ALFA, FUROSEMIDE","EPOETIN ALFA, FUROSEMIDE",2.02,"(1.64, 2.48)","1.77e-11",438
"METOPROLOL, GABAPENTIN, HYDROCODONE","METOPROLOL, HYDROCODONE",2.01,"(1.67, 2.42)","2.82e-13",669
"FUROSEMIDE, HYDROCHLOROTHIAZIDE, LISINOPRIL","FUROSEMIDE, HYDROCHLOROTHIAZIDE",2.01,"(1.64, 2.46)","1.54e-11",463
"TEMAZEPAM, ACETAMINOPHEN, FUROSEMIDE","ACETAMINOPHEN, FUROSEMIDE",2.01,"(1.68, 2.41)","3.83e-13",1745
"SALBUTAMOL, ACETAMINOPHEN, AMITRIPTYLINE","ACETAMINOPHEN, AMITRIPTYLINE",2.01,"(1.67, 2.42)","7.44e-13",771
"OMEPRAZOLE, ACETAMINOPHEN, TRAZODONE","ACETAMINOPHEN, TRAZODONE",2.01,"(1.63, 2.48)","8.86e-11",515
"METOPROLOL, SULFAMETHOXAZOLE, TRIMETHOPRIM","METOPROLOL, TRIMETHOPRIM",2.01,"(1.35, 3.08)","2.25e-04",213
"OMEPRAZOLE, SIMVASTATIN, GABAPENTIN","OMEPRAZOLE, SIMVASTATIN",2.01,"(1.71, 2.37)","4.47e-16",1309
"ACETAMINOPHEN, DIPHENHYDRAMINE, LEVOTHYROXINE","ACETAMINOPHEN, DIPHENHYDRAMINE",2.01,"(1.63, 2.48)","3.93e-10",694
"SIMVASTATIN, ACETAMINOPHEN, ESOMEPRAZOLE","SIMVASTATIN, ESOMEPRAZOLE",2.01,"(1.69, 2.39)","2.24e-15",663
"ACETAMINOPHEN, CYCLOBENZAPRINE, HYDROCODONE","ACETAMINOPHEN, HYDROCODONE",2.01,"(1.82, 2.22)","6.01e-39",3899
"PREDNISOLONE, ACETAMINOPHEN, FUROSEMIDE","PREDNISOLONE, ACETAMINOPHEN",2.01,"(1.6, 2.52)","1.79e-09",401
"METOCLOPRAMIDE, ACETAMINOPHEN, LANSOPRAZOLE","METOCLOPRAMIDE, ACETAMINOPHEN",2.01,"(1.65, 2.44)","6.76e-12",667
"PREDNISONE, ATENOLOL, ACETAMINOPHEN","PREDNISONE, ATENOLOL",2.01,"(1.57, 2.57)","1.88e-08",315
"METOPROLOL, FUROSEMIDE, INSULIN GLARGINE","METOPROLOL, INSULIN GLARGINE",2.01,"(1.61, 2.52)","6.06e-10",350
"METOPROLOL, CLOPIDOGREL, FOLIC ACID","METOPROLOL, FOLIC ACID",2.01,"(1.6, 2.52)","3.07e-09",411
"PREGABALIN, ACETAMINOPHEN, ESOMEPRAZOLE","PREGABALIN, ESOMEPRAZOLE",2.01,"(1.51, 2.67)","1.23e-06",221
"ACETAMINOPHEN, TRAMADOL, CELECOXIB","TRAMADOL, CELECOXIB",2.01,"(1.51, 2.69)","7.44e-07",233
"METFORMIN, SIMVASTATIN, CLOPIDOGREL","METFORMIN, CLOPIDOGREL",2.01,"(1.65, 2.45)","4.55e-12",464
"PREDNISONE, SERTRALINE, ACETAMINOPHEN","SERTRALINE, ACETAMINOPHEN",2.01,"(1.67, 2.42)","7.20e-13",773
"OXYCODONE, PANTOPRAZOLE, FUROSEMIDE","OXYCODONE, FUROSEMIDE",2.01,"(1.71, 2.36)","6.44e-17",939
"OXYCODONE, ACETAMINOPHEN, LIDOCAINE","ACETAMINOPHEN, LIDOCAINE",2.01,"(1.6, 2.53)","7.64e-10",355
"ACETAMINOPHEN, FLUTICASONE PROPIONATE, IBUPROFEN","FLUTICASONE PROPIONATE, IBUPROFEN",2.01,"(1.54, 2.63)","1.15e-07",262
"SALBUTAMOL, ACETAMINOPHEN, ZOLPIDEM","SALBUTAMOL, ZOLPIDEM",2.01,"(1.63, 2.49)","2.44e-11",416
"ACETYLSALICYLIC ACID, FUROSEMIDE, HYDROCHLOROTHIAZIDE","ACETYLSALICYLIC ACID, FUROSEMIDE",2.01,"(1.74, 2.31)","4.53e-20",2345
"LORAZEPAM, ACETAMINOPHEN, ZOLPIDEM","LORAZEPAM, ACETAMINOPHEN",2.01,"(1.75, 2.31)","3.12e-22",1196
"METHOTREXATE, PREDNISONE, LEFLUNOMIDE","METHOTREXATE, LEFLUNOMIDE",2.01,"(1.31, 3.05)","8.65e-04",102
"ACETAMINOPHEN, ESCITALOPRAM, HYDROCODONE","ACETAMINOPHEN, ESCITALOPRAM",2.01,"(1.69, 2.4)","7.47e-16",609
"TERIPARATIDE, VITAMIN D, LEVOTHYROXINE","VITAMIN D, LEVOTHYROXINE",2.01,"(1.66, 2.42)","1.90e-12",734
"SALBUTAMOL, SIMVASTATIN, LISINOPRIL","SALBUTAMOL, SIMVASTATIN",2.01,"(1.66, 2.42)","4.72e-13",556
"CLOPIDOGREL, ESOMEPRAZOLE, FUROSEMIDE","CLOPIDOGREL, FUROSEMIDE",2.01,"(1.66, 2.42)","3.06e-12",850
"POTASSIUM CHLORIDE, ACETAMINOPHEN, ALPRAZOLAM","POTASSIUM CHLORIDE, ALPRAZOLAM",2.01,"(1.6, 2.52)","3.15e-10",369
"SALMETEROL, FUROSEMIDE, LISINOPRIL","SALMETEROL, FUROSEMIDE",2.01,"(1.57, 2.56)","4.14e-08",362
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, DIPHENHYDRAMINE","ACETYLSALICYLIC ACID, DIPHENHYDRAMINE",2.01,"(1.54, 2.64)","1.28e-07",258
"PANTOPRAZOLE, ZOLPIDEM, ACETYLSALICYLIC ACID","PANTOPRAZOLE, ACETYLSALICYLIC ACID",2.01,"(1.64, 2.44)","2.60e-11",907
"MORPHINE, PREDNISONE, FUROSEMIDE","MORPHINE, FUROSEMIDE",2.01,"(1.62, 2.48)","2.27e-10",490
"ATORVASTATIN, ACETYLSALICYLIC ACID, FISH OIL","ACETYLSALICYLIC ACID, FISH OIL",2.01,"(1.65, 2.44)","8.59e-12",594
"PANTOPRAZOLE, ATORVASTATIN, LEVOTHYROXINE","PANTOPRAZOLE, LEVOTHYROXINE",2.01,"(1.6, 2.5)","3.18e-09",535
"ACETYLSALICYLIC ACID, CLOPIDOGREL, GABAPENTIN","ACETYLSALICYLIC ACID, CLOPIDOGREL",2.01,"(1.72, 2.34)","6.29e-17",2144
"RANITIDINE, ACETAMINOPHEN, HYDROCODONE","ACETAMINOPHEN, HYDROCODONE",2.01,"(1.77, 2.27)","1.87e-25",3899
"SALBUTAMOL, ACETAMINOPHEN, HYDROCHLOROTHIAZIDE","SALBUTAMOL, HYDROCHLOROTHIAZIDE",2.01,"(1.64, 2.45)","9.17e-12",452
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE","PANTOPRAZOLE, FLUTICASONE PROPIONATE",2,"(1.57, 2.55)","1.04e-08",320
"MAGNESIUM, ACETAMINOPHEN, HYDROCODONE","MAGNESIUM, ACETAMINOPHEN",2,"(1.57, 2.56)","2.25e-08",301
"PAMIDRONATE, THALIDOMIDE, DEXAMETHASONE","PAMIDRONATE, THALIDOMIDE",2,"(1.52, 2.66)","1.90e-07",315
"OMEPRAZOLE, ACETAMINOPHEN, HYDROCODONE","ACETAMINOPHEN, HYDROCODONE",2,"(1.84, 2.18)","2.06e-51",3899
"METFORMIN, ROSIGLITAZONE, EZETIMIBE","METFORMIN, ROSIGLITAZONE",2,"(1.49, 2.66)","7.35e-06",597
"METOPROLOL, ACETAMINOPHEN, DEXAMETHASONE","ACETAMINOPHEN, DEXAMETHASONE",2,"(1.67, 2.4)","4.05e-13",947
"POTASSIUM CHLORIDE, PREDNISONE, FOLIC ACID","PREDNISONE, FOLIC ACID",2,"(1.58, 2.51)","1.29e-08",633
"MORPHINE, ONDANSETRON, DEXAMETHASONE","MORPHINE, DEXAMETHASONE",2,"(1.62, 2.47)","1.53e-10",434
"PREDNISONE, ZOLPIDEM, ACETYLSALICYLIC ACID","PREDNISONE, ZOLPIDEM",2,"(1.62, 2.47)","1.59e-10",446
"METOLAZONE, POTASSIUM CHLORIDE, FUROSEMIDE","POTASSIUM CHLORIDE, FUROSEMIDE",2,"(1.66, 2.41)","3.56e-12",1374
"SALBUTAMOL, BUDESONIDE, ACETYLSALICYLIC ACID","SALBUTAMOL, BUDESONIDE",2,"(1.59, 2.51)","7.83e-09",444
"OXYCODONE, FUROSEMIDE, AMLODIPINE","OXYCODONE, AMLODIPINE",2,"(1.61, 2.49)","4.02e-10",414
"NITROGLYCERIN, ACETAMINOPHEN, LISINOPRIL","NITROGLYCERIN, LISINOPRIL",2,"(1.56, 2.56)","2.15e-08",293
"ACETAMINOPHEN, ALENDRONATE, FUROSEMIDE","ACETAMINOPHEN, FUROSEMIDE",2,"(1.68, 2.38)","1.10e-13",1745
"POTASSIUM CHLORIDE, ACETAMINOPHEN, ESOMEPRAZOLE","POTASSIUM CHLORIDE, ESOMEPRAZOLE",2,"(1.58, 2.53)","3.11e-09",322
"ONDANSETRON, POTASSIUM CHLORIDE, FUROSEMIDE","ONDANSETRON, FUROSEMIDE",2,"(1.61, 2.5)","3.88e-10",378
"ACETAMINOPHEN, TRAMADOL, HYDROCODONE","TRAMADOL, HYDROCODONE",2,"(1.46, 2.8)","4.06e-06",482
"CLOPIDOGREL, ESOMEPRAZOLE, FUROSEMIDE","CLOPIDOGREL, ESOMEPRAZOLE",2,"(1.6, 2.5)","7.28e-10",380
"POTASSIUM CHLORIDE, ALPRAZOLAM, FUROSEMIDE","POTASSIUM CHLORIDE, ALPRAZOLAM",2,"(1.57, 2.56)","3.16e-09",369
"ACETYLSALICYLIC ACID, DILTIAZEM, FUROSEMIDE","DILTIAZEM, FUROSEMIDE",2,"(1.65, 2.43)","4.08e-13",475
"METHOTREXATE, PREDNISOLONE, ADALIMUMAB","METHOTREXATE, PREDNISOLONE",2,"(1.52, 2.61)","7.49e-07",266
"METOPROLOL, CLOPIDOGREL, ALPRAZOLAM","CLOPIDOGREL, ALPRAZOLAM",2,"(1.53, 2.61)","2.15e-07",252
"SALMETEROL, TRAZODONE, FLUTICASONE PROPIONATE","SALMETEROL, FLUTICASONE PROPIONATE",2,"(1.59, 2.49)","1.08e-08",2015
"ACETAMINOPHEN, VITAMIN D, GABAPENTIN","ACETAMINOPHEN, VITAMIN D",2,"(1.65, 2.41)","2.68e-12",743
"ACETAMINOPHEN, DIPHENHYDRAMINE, HYDROCODONE","ACETAMINOPHEN, DIPHENHYDRAMINE",2,"(1.7, 2.36)","3.38e-16",694
"SALBUTAMOL, TIOTROPIUM, FORMOTEROL","TIOTROPIUM, FORMOTEROL",2,"(1.45, 2.77)","1.43e-05",169
"ATORVASTATIN, ACETYLSALICYLIC ACID, IBUPROFEN","ACETYLSALICYLIC ACID, IBUPROFEN",2,"(1.66, 2.41)","1.46e-12",742
"MORPHINE, ACETAMINOPHEN, HYDROCODONE","ACETAMINOPHEN, HYDROCODONE",2,"(1.81, 2.21)","1.98e-38",3899
"ACETAMINOPHEN, CITALOPRAM, FUROSEMIDE","ACETAMINOPHEN, CITALOPRAM",2,"(1.67, 2.39)","8.34e-14",709
"SALBUTAMOL, SPIRONOLACTONE, FUROSEMIDE","SALBUTAMOL, SPIRONOLACTONE",2,"(1.4, 2.9)","4.58e-05",190
"METOPROLOL, ACETAMINOPHEN, WARFARIN","METOPROLOL, WARFARIN",2,"(1.72, 2.32)","1.31e-18",860
"METOPROLOL, CLOPIDOGREL, FOLIC ACID","CLOPIDOGREL, FOLIC ACID",2,"(1.54, 2.6)","1.33e-07",262
"NITROGLYCERIN, OXYCODONE, ACETAMINOPHEN","NITROGLYCERIN, ACETAMINOPHEN",2,"(1.62, 2.46)","1.60e-10",476
"POTASSIUM CHLORIDE, ACETAMINOPHEN, IPRATROPIUM BROMIDE","POTASSIUM CHLORIDE, ACETAMINOPHEN",2,"(1.64, 2.42)","1.31e-11",856
"WARFARIN, FUROSEMIDE, IRON","WARFARIN, FUROSEMIDE",2,"(1.68, 2.37)","6.12e-14",1225
"ACETYLSALICYLIC ACID, IRON, AMLODIPINE","ACETYLSALICYLIC ACID, IRON",2,"(1.65, 2.41)","1.09e-12",643
"RANITIDINE, ACETYLSALICYLIC ACID, FUROSEMIDE","ACETYLSALICYLIC ACID, FUROSEMIDE",2,"(1.71, 2.32)","3.13e-17",2345
"FENTANYL, GABAPENTIN, HYDROCODONE","GABAPENTIN, HYDROCODONE",2,"(1.7, 2.34)","5.39e-17",1033
"PANTOPRAZOLE, ACETAMINOPHEN, DEXAMETHASONE","ACETAMINOPHEN, DEXAMETHASONE",2,"(1.69, 2.36)","3.39e-15",947
"PANTOPRAZOLE, ACETAMINOPHEN, ZOLPIDEM","ACETAMINOPHEN, ZOLPIDEM",2,"(1.73, 2.3)","1.42e-20",1260
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, ALPRAZOLAM","PANTOPRAZOLE, ALPRAZOLAM",2,"(1.62, 2.46)","6.81e-11",439
"ATORVASTATIN, SALBUTAMOL, TIOTROPIUM","SALBUTAMOL, TIOTROPIUM",2,"(1.57, 2.52)","3.45e-08",545
"OXYCODONE, ZOLEDRONATE, HYDROCODONE","ZOLEDRONATE, HYDROCODONE",2,"(1.71, 2.33)","1.33e-19",912
"METFORMIN, ACETYLSALICYLIC ACID, ALPRAZOLAM","METFORMIN, ACETYLSALICYLIC ACID",2,"(1.6, 2.47)","2.67e-09",1369
"PROMETHAZINE, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETAMINOPHEN, ACETYLSALICYLIC ACID",2,"(1.69, 2.36)","1.67e-14",2386
"ACETAMINOPHEN, HYDROCODONE, IPRATROPIUM BROMIDE","ACETAMINOPHEN, IPRATROPIUM BROMIDE",2,"(1.64, 2.44)","5.16e-12",446
"ACETAMINOPHEN, BUPROPION, GABAPENTIN","ACETAMINOPHEN, BUPROPION",2,"(1.64, 2.43)","1.16e-11",558
"LORAZEPAM, OXYCODONE, ZOLEDRONATE","OXYCODONE, ZOLEDRONATE",2,"(1.73, 2.31)","9.64e-21",1124
"PREDNISONE, SALBUTAMOL, LISINOPRIL","PREDNISONE, SALBUTAMOL",2,"(1.61, 2.46)","4.48e-10",657
"PROCHLORPERAZINE, ACETAMINOPHEN, ZOLEDRONATE","ACETAMINOPHEN, ZOLEDRONATE",2,"(1.74, 2.3)","9.93e-22",1524
"METOCLOPRAMIDE, SALBUTAMOL, ACETAMINOPHEN","METOCLOPRAMIDE, SALBUTAMOL",2,"(1.47, 2.73)","5.26e-06",198
"TIOTROPIUM, ACETYLSALICYLIC ACID, CLOPIDOGREL","TIOTROPIUM, CLOPIDOGREL",2,"(1.37, 2.93)","1.76e-04",136
