"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"SIMVASTATIN, ACETYLSALICYLIC ACID, FOLIC ACID","FOLIC ACID",2.59,"(2.23, 2.99)","4.14e-31",2656
"PREDNISONE, SIMVASTATIN, LISINOPRIL","PREDNISONE",2.59,"(2.1, 3.16)","6.57e-17",4984
"ACETYLSALICYLIC ACID, FOLIC ACID, LISINOPRIL","FOLIC ACID",2.59,"(2.17, 3.07)","6.35e-23",2656
"METOPROLOL, GABAPENTIN, AMLODIPINE","GABAPENTIN",2.59,"(2.16, 3.08)","1.65e-22",4852
"ATORVASTATIN, ACETAMINOPHEN, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",2.59,"(2.11, 3.15)","1.95e-17",3257
"OXYCODONE, ACETAMINOPHEN, FENTANYL","OXYCODONE",2.59,"(2.36, 2.84)","5.56e-78",4418
"ACETAMINOPHEN, TRAMADOL, HYDROCODONE","TRAMADOL",2.59,"(2.31, 2.89)","6.58e-55",2510
"WARFARIN, ZOLPIDEM, FUROSEMIDE","ZOLPIDEM",2.59,"(2.2, 3.03)","1.24e-26",3296
"ACETAMINOPHEN, TRAMADOL, LANSOPRAZOLE","ACETAMINOPHEN",2.59,"(2.16, 3.08)","1.50e-21",10717
"MORPHINE, OMEPRAZOLE, FUROSEMIDE","OMEPRAZOLE",2.59,"(2.18, 3.05)","4.53e-24",6244
"ACETAMINOPHEN, GLIPIZIDE, HYDROCODONE","GLIPIZIDE",2.59,"(2.12, 3.13)","3.90e-19",1189
"PREDNISONE, ACETAMINOPHEN, INFLIXIMAB","INFLIXIMAB",2.59,"(1.98, 3.33)","6.36e-11",1495
"METHOTREXATE, ACETAMINOPHEN, ACETYLSALICYLIC ACID","METHOTREXATE",2.59,"(2.01, 3.29)","7.66e-12",2396
"OXYCODONE, SIMVASTATIN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",2.59,"(2.26, 2.95)","2.15e-36",13865
"PREDNISONE, DILTIAZEM, FUROSEMIDE","PREDNISONE",2.58,"(2.1, 3.16)","1.39e-16",4984
"ACETAMINOPHEN, ENOXAPARIN, FUROSEMIDE","FUROSEMIDE",2.58,"(2.21, 3.01)","1.94e-28",6619
"ACETAMINOPHEN, CALCIUM, FOLIC ACID","FOLIC ACID",2.58,"(2.08, 3.18)","8.14e-16",2656
"ACETAMINOPHEN, FUROSEMIDE, AMITRIPTYLINE","AMITRIPTYLINE",2.58,"(2.18, 3.05)","5.89e-25",2093
"POTASSIUM CHLORIDE, ACETAMINOPHEN, FOLIC ACID","FOLIC ACID",2.58,"(2.1, 3.15)","3.53e-17",2656
"ACETAMINOPHEN, VENLAFAXINE, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",2.58,"(2.16, 3.07)","2.40e-22",13865
"PANTOPRAZOLE, ACETAMINOPHEN, FOLIC ACID","ACETAMINOPHEN",2.58,"(2.19, 3.04)","5.44e-25",10717
"POTASSIUM CHLORIDE, ACETAMINOPHEN, IPRATROPIUM BROMIDE","POTASSIUM CHLORIDE",2.58,"(2.15, 3.09)","6.16e-21",2515
"METOPROLOL, OMEPRAZOLE, HYDROCHLOROTHIAZIDE","OMEPRAZOLE",2.58,"(2.18, 3.04)","2.82e-24",6244
"PANTOPRAZOLE, PREDNISONE, FUROSEMIDE","PANTOPRAZOLE",2.58,"(2.22, 2.99)","1.03e-30",3314
"WARFARIN, ACETYLSALICYLIC ACID, HYDROCODONE","HYDROCODONE",2.58,"(2.21, 3)","2.91e-29",4590
"PACLITAXEL, CARBOPLATIN, CETUXIMAB","CETUXIMAB",2.58,"(1.64, 3.92)","4.38e-05",181
"PREDNISONE, ATORVASTATIN, LEVOTHYROXINE","PREDNISONE",2.58,"(2.09, 3.16)","1.43e-16",4984
"ACETYLSALICYLIC ACID, ALPRAZOLAM, HYDROCODONE","ACETYLSALICYLIC ACID",2.58,"(2.23, 2.98)","6.88e-31",13865
"METOPROLOL, FENTANYL, FUROSEMIDE","FENTANYL",2.58,"(2.11, 3.13)","4.22e-18",2767
"SALBUTAMOL, VITAMIN D, FLUTICASONE PROPIONATE","SALBUTAMOL",2.58,"(2.15, 3.07)","1.14e-21",3911
"PREDNISONE, FUROSEMIDE, AMLODIPINE","PREDNISONE",2.58,"(2.21, 2.99)","2.48e-29",4984
"ACETAMINOPHEN, ESOMEPRAZOLE, AMLODIPINE","ACETAMINOPHEN",2.58,"(2.19, 3.02)","7.68e-26",10717
"PROPOXYPHENE, ROFECOXIB, ACETAMINOPHEN","ACETAMINOPHEN",2.58,"(2.12, 3.11)","5.34e-19",10717
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE","ACETAMINOPHEN",2.58,"(2.31, 2.86)","3.94e-56",10717
"PANTOPRAZOLE, SALBUTAMOL, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",2.58,"(2.21, 2.99)","9.25e-30",13865
"NITROGLYCERIN, SALBUTAMOL, ACETYLSALICYLIC ACID","SALBUTAMOL",2.58,"(2.2, 3.01)","5.38e-27",3911
"SERTRALINE, ACETAMINOPHEN, ACETYLSALICYLIC ACID","SERTRALINE",2.58,"(2.21, 2.99)","1.50e-29",3054
"METOPROLOL, ALPRAZOLAM, LISINOPRIL","LISINOPRIL",2.58,"(2.14, 3.08)","8.37e-21",5419
"OXYCODONE, ATORVASTATIN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",2.57,"(2.23, 2.96)","6.98e-33",13865
"ACETAMINOPHEN, VITAMIN C, HYDROCODONE","ACETAMINOPHEN",2.57,"(2.18, 3.02)","5.13e-25",10717
"METOPROLOL, NITROGLYCERIN, WARFARIN","WARFARIN",2.57,"(2.09, 3.14)","5.89e-17",4188
"METFORMIN, ROSIGLITAZONE, INSULIN GLARGINE","ROSIGLITAZONE",2.57,"(1.91, 3.41)","3.49e-09",1247
"WARFARIN, HYDROCODONE, LISINOPRIL","HYDROCODONE",2.57,"(2.15, 3.06)","1.90e-22",4590
"PANTOPRAZOLE, ACETAMINOPHEN, FOLIC ACID","PANTOPRAZOLE",2.57,"(2.17, 3.03)","3.08e-24",3314
"METOCLOPRAMIDE, RANITIDINE, ACETAMINOPHEN","RANITIDINE",2.57,"(2.1, 3.14)","2.79e-17",2172
"OXYCODONE, SIMVASTATIN, ACETAMINOPHEN","OXYCODONE",2.57,"(2.3, 2.88)","1.17e-51",4418
"ACETAMINOPHEN, ALPRAZOLAM, AMLODIPINE","AMLODIPINE",2.57,"(2.15, 3.06)","5.68e-22",6244
"OMEPRAZOLE, OXYCODONE, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",2.57,"(2.24, 2.95)","2.21e-34",13865
"ACETAMINOPHEN, CYCLOBENZAPRINE, FUROSEMIDE","CYCLOBENZAPRINE",2.57,"(2.19, 3.01)","1.22e-27",1624
"ACETAMINOPHEN, TRAMADOL, HYDROCODONE","ACETAMINOPHEN",2.57,"(2.32, 2.85)","3.03e-59",10717
"SULFAMETHOXAZOLE, TRIMETHOPRIM, WARFARIN","TRIMETHOPRIM",2.57,"(2.13, 3.09)","2.90e-20",1614
"METOPROLOL, FUROSEMIDE, INSULIN GLARGINE","FUROSEMIDE",2.57,"(2.19, 3.01)","3.58e-26",6619
"LORAZEPAM, FUROSEMIDE, LISINOPRIL","FUROSEMIDE",2.57,"(2.12, 3.09)","4.24e-19",6619
"LORAZEPAM, ACETAMINOPHEN, FUROSEMIDE","ACETAMINOPHEN",2.57,"(2.28, 2.89)","7.83e-46",10717
"SIMVASTATIN, FUROSEMIDE, GABAPENTIN","FUROSEMIDE",2.57,"(2.19, 3)","1.49e-26",6619
"METOPROLOL, ACETYLSALICYLIC ACID, IBUPROFEN","ACETYLSALICYLIC ACID",2.57,"(2.17, 3.02)","1.16e-24",13865
"METOPROLOL, NITROGLYCERIN, OMEPRAZOLE","METOPROLOL",2.57,"(2.15, 3.05)","3.43e-22",6198
"SALBUTAMOL, SULFAMETHOXAZOLE, TRIMETHOPRIM","SULFAMETHOXAZOLE",2.57,"(2.11, 3.1)","4.97e-19",1208
"METOPROLOL, ALPRAZOLAM, LISINOPRIL","ALPRAZOLAM",2.57,"(2.13, 3.07)","1.30e-20",3887
"NAPROXEN, ACETAMINOPHEN, IBUPROFEN","NAPROXEN",2.57,"(2.17, 3.02)","3.63e-24",2071
"LORAZEPAM, SALBUTAMOL, SALMETEROL","SALMETEROL",2.56,"(2.1, 3.11)","9.65e-18",2396
"NITROGLYCERIN, ACETYLSALICYLIC ACID, HYDROCODONE","HYDROCODONE",2.56,"(2.16, 3.02)","2.27e-24",4590
"OMEPRAZOLE, ACETYLSALICYLIC ACID, HYDROCODONE","OMEPRAZOLE",2.56,"(2.23, 2.93)","2.41e-35",6244
"PREDNISONE, ACETAMINOPHEN, AMLODIPINE","ACETAMINOPHEN",2.56,"(2.2, 2.97)","1.43e-29",10717
"SULFAMETHOXAZOLE, TRIMETHOPRIM, WARFARIN","WARFARIN",2.56,"(2.13, 3.06)","7.26e-21",4188
"OXYCODONE, ACETAMINOPHEN, AMLODIPINE","OXYCODONE",2.56,"(2.26, 2.9)","5.64e-41",4418
"METOPROLOL, ACETYLSALICYLIC ACID, CITALOPRAM","METOPROLOL",2.56,"(2.14, 3.05)","1.21e-21",6198
"SPIRONOLACTONE, FUROSEMIDE, GABAPENTIN","SPIRONOLACTONE",2.56,"(2.05, 3.17)","5.30e-15",1531
"WARFARIN, FUROSEMIDE, INSULIN GLARGINE","INSULIN GLARGINE",2.56,"(2.03, 3.2)","6.81e-14",1579
"ACETAMINOPHEN, ZOLPIDEM, ALPRAZOLAM","ZOLPIDEM",2.56,"(2.26, 2.9)","2.59e-41",3296
"ACETYLSALICYLIC ACID, ESOMEPRAZOLE, FOLIC ACID","FOLIC ACID",2.56,"(2.06, 3.16)","2.72e-15",2656
"METOPROLOL, PANTOPRAZOLE, PREDNISONE","PREDNISONE",2.56,"(2.14, 3.06)","4.99e-21",4984
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, AMIODARONE","AMIODARONE",2.56,"(2.11, 3.1)","3.37e-19",1096
"ACETAMINOPHEN, CLOPIDOGREL, GABAPENTIN","ACETAMINOPHEN",2.56,"(2.12, 3.08)","2.51e-19",10717
"ACETAMINOPHEN, FOLIC ACID, GABAPENTIN","ACETAMINOPHEN",2.56,"(2.13, 3.06)","5.63e-21",10717
"PREDNISONE, ACETAMINOPHEN, LEVOFLOXACIN","LEVOFLOXACIN",2.56,"(2.2, 2.97)","4.13e-31",2880
"LORAZEPAM, METOPROLOL, FUROSEMIDE","FUROSEMIDE",2.56,"(2.18, 2.99)","2.58e-26",6619
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, CLONAZEPAM","CLONAZEPAM",2.56,"(2.18, 2.99)","8.30e-27",3169
"SULFAMETHOXAZOLE, TRIMETHOPRIM, CIPROFLOXACIN","SULFAMETHOXAZOLE",2.56,"(2.14, 3.05)","5.69e-22",1208
"POTASSIUM, ACETAMINOPHEN, FUROSEMIDE","POTASSIUM",2.56,"(2.23, 2.93)","2.64e-35",2065
"METOPROLOL, SALBUTAMOL, WARFARIN","SALBUTAMOL",2.56,"(2.13, 3.05)","4.84e-21",3911
"ACETAMINOPHEN, DIPHENHYDRAMINE, HYDROCODONE","DIPHENHYDRAMINE",2.56,"(2.21, 2.95)","2.62e-32",1392
"OMEPRAZOLE, FUROSEMIDE, IRON","FUROSEMIDE",2.56,"(2.15, 3.02)","2.81e-23",6619
"MAGNESIUM, ACETAMINOPHEN, HYDROCODONE","ACETAMINOPHEN",2.56,"(2.12, 3.07)","5.47e-20",10717
"ACETAMINOPHEN, WARFARIN, HYDROCODONE","ACETAMINOPHEN",2.56,"(2.33, 2.81)","3.24e-72",10717
"LORAZEPAM, ACETYLSALICYLIC ACID, HYDROCODONE","ACETYLSALICYLIC ACID",2.56,"(2.17, 2.99)","9.83e-26",13865
"OXYCODONE, DEXAMETHASONE, LENALIDOMIDE","OXYCODONE",2.56,"(2.15, 3.03)","1.00e-22",4418
"PREDNISONE, ATENOLOL, ACETYLSALICYLIC ACID","PREDNISONE",2.56,"(2.12, 3.07)","1.37e-19",4984
"ROFECOXIB, ACETYLSALICYLIC ACID, HYDROCODONE","ACETYLSALICYLIC ACID",2.56,"(2.13, 3.06)","1.53e-20",13865
"METOPROLOL, ALPRAZOLAM, LISINOPRIL","METOPROLOL",2.56,"(2.13, 3.06)","1.27e-20",6198
"SALBUTAMOL, ACETAMINOPHEN, ESOMEPRAZOLE","ESOMEPRAZOLE",2.56,"(2.2, 2.96)","4.85e-29",4163
"METOPROLOL, ACETAMINOPHEN, ZOLPIDEM","ZOLPIDEM",2.56,"(2.2, 2.95)","5.16e-31",3296
"PANTOPRAZOLE, ALLOPURINOL, FUROSEMIDE","ALLOPURINOL",2.56,"(2.15, 3.03)","7.80e-23",2362
"FUROSEMIDE, INSULIN GLARGINE, INSULIN LISPRO","INSULIN LISPRO",2.56,"(2.06, 3.14)","3.89e-16",867
"TEMAZEPAM, ACETAMINOPHEN, FUROSEMIDE","TEMAZEPAM",2.55,"(2.12, 3.07)","1.10e-20",1051
"POTASSIUM CHLORIDE, PREDNISONE, FOLIC ACID","FOLIC ACID",2.55,"(2.05, 3.16)","7.20e-15",2656
"METOPROLOL, FOLIC ACID, LISINOPRIL","LISINOPRIL",2.55,"(2.12, 3.05)","1.45e-20",5419
"SIMVASTATIN, ACETYLSALICYLIC ACID, FENTANYL","FENTANYL",2.55,"(2.07, 3.12)","1.76e-16",2767
"PREDNISONE, SALMETEROL, ACETAMINOPHEN","SALMETEROL",2.55,"(2.1, 3.08)","9.66e-19",2396
"ACETAMINOPHEN, BORTEZOMIB, DEXAMETHASONE","ACETAMINOPHEN",2.55,"(2.11, 3.07)","5.81e-19",10717
"ACETAMINOPHEN, WARFARIN, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",2.55,"(2.09, 3.09)","8.52e-18",3257
"WARFARIN, DIGOXIN, AMIODARONE","DIGOXIN",2.55,"(2.1, 3.08)","1.31e-18",1683
"SIMVASTATIN, ALLOPURINOL, FUROSEMIDE","FUROSEMIDE",2.55,"(2.21, 2.93)","1.93e-32",6619
"METOPROLOL, PREDNISONE, WARFARIN","WARFARIN",2.55,"(2.14, 3.02)","3.14e-22",4188
"ZOLPIDEM, FUROSEMIDE, LISINOPRIL","ZOLPIDEM",2.55,"(2.13, 3.04)","1.61e-21",3296
"ACETAMINOPHEN, TRAMADOL, ZOLPIDEM","ACETAMINOPHEN",2.55,"(2.17, 2.99)","2.18e-25",10717
"OMEPRAZOLE, PREDNISONE, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",2.55,"(2.09, 3.09)","4.75e-18",3257
"OMEPRAZOLE, ACETAMINOPHEN, CLONAZEPAM","OMEPRAZOLE",2.55,"(2.15, 3)","2.87e-24",6244
"OMEPRAZOLE, POTASSIUM, FUROSEMIDE","FUROSEMIDE",2.55,"(2.16, 2.99)","6.41e-25",6619
"ACETAMINOPHEN, IBUPROFEN, LEVOTHYROXINE","ACETAMINOPHEN",2.55,"(2.15, 3)","1.50e-23",10717
"SALBUTAMOL, FLUTICASONE PROPIONATE, FOLIC ACID","FLUTICASONE PROPIONATE",2.55,"(2.08, 3.09)","1.78e-17",3257
"METOPROLOL, ESOMEPRAZOLE, HYDROCHLOROTHIAZIDE","METOPROLOL",2.55,"(2.1, 3.06)","2.73e-19",6198
"CLOPIDOGREL, ALLOPURINOL, FUROSEMIDE","ALLOPURINOL",2.54,"(2.13, 3.03)","1.18e-21",2362
"ATORVASTATIN, INSULIN GLARGINE, INSULIN LISPRO","INSULIN LISPRO",2.54,"(2, 3.2)","4.66e-13",867
"ZOLPIDEM, DIGOXIN, FUROSEMIDE","ZOLPIDEM",2.54,"(2.1, 3.07)","6.51e-19",3296
"POTASSIUM CHLORIDE, FUROSEMIDE, INSULIN GLARGINE","INSULIN GLARGINE",2.54,"(2.07, 3.1)","1.02e-16",1579
"ACETAMINOPHEN, ESOMEPRAZOLE, LISINOPRIL","LISINOPRIL",2.54,"(2.17, 2.97)","6.29e-27",5419
"ACETAMINOPHEN, DEXAMETHASONE, LENALIDOMIDE","DEXAMETHASONE",2.54,"(2.14, 3)","1.58e-23",2534
"SALMETEROL, ACETYLSALICYLIC ACID, IPRATROPIUM BROMIDE","SALMETEROL",2.54,"(2.1, 3.06)","9.67e-19",2396
"MONTELUKAST, SALMETEROL, TIOTROPIUM","TIOTROPIUM",2.54,"(2, 3.2)","1.04e-12",1251
"LORAZEPAM, ACETAMINOPHEN, AMLODIPINE","ACETAMINOPHEN",2.54,"(2.14, 3)","3.22e-23",10717
"OXYCODONE, ACETAMINOPHEN, TRAZODONE","TRAZODONE",2.54,"(2.18, 2.96)","2.38e-28",1647
"SULFAMETHOXAZOLE, TRIMETHOPRIM, HYDROCODONE","HYDROCODONE",2.54,"(2.19, 2.94)","1.14e-30",4590
"ACETAMINOPHEN, DILTIAZEM, HYDROCODONE","ACETAMINOPHEN",2.54,"(2.17, 2.96)","2.68e-27",10717
"OMEPRAZOLE, SIMVASTATIN, EZETIMIBE","OMEPRAZOLE",2.54,"(2.13, 3.01)","7.34e-22",6244
"POTASSIUM, SALBUTAMOL, FUROSEMIDE","SALBUTAMOL",2.54,"(2.12, 3.03)","1.05e-20",3911
"SALBUTAMOL, ACETAMINOPHEN, DILTIAZEM","SALBUTAMOL",2.54,"(2.06, 3.11)","4.49e-16",3911
"OXYCODONE, ACETYLSALICYLIC ACID, LISINOPRIL","OXYCODONE",2.54,"(2.18, 2.95)","3.43e-28",4418
"METOCLOPRAMIDE, POTASSIUM CHLORIDE, FUROSEMIDE","POTASSIUM CHLORIDE",2.54,"(2.13, 3)","5.57e-23",2515
"CLOPIDOGREL, FUROSEMIDE, GABAPENTIN","GABAPENTIN",2.54,"(2.14, 2.99)","3.76e-24",4852
"SALBUTAMOL, ACETYLSALICYLIC ACID, DIGOXIN","DIGOXIN",2.54,"(2.1, 3.05)","1.66e-19",1683
"ACETAMINOPHEN, WARFARIN, LISINOPRIL","LISINOPRIL",2.54,"(2.21, 2.9)","6.44e-35",5419
"SIMVASTATIN, ACETAMINOPHEN, ALLOPURINOL","ALLOPURINOL",2.54,"(2.07, 3.08)","2.47e-17",2362
"PANTOPRAZOLE, ACETAMINOPHEN, LISINOPRIL","LISINOPRIL",2.54,"(2.17, 2.95)","6.82e-28",5419
"PREDNISONE, SALBUTAMOL, WARFARIN","WARFARIN",2.54,"(2.09, 3.06)","2.10e-18",4188
"ACETAMINOPHEN, ALENDRONATE, HYDROCODONE","HYDROCODONE",2.54,"(2.22, 2.89)","1.42e-36",4590
"SALBUTAMOL, ACETAMINOPHEN, ESOMEPRAZOLE","SALBUTAMOL",2.54,"(2.18, 2.94)","1.57e-28",3911
"SALBUTAMOL, SALMETEROL, GABAPENTIN","SALBUTAMOL",2.54,"(2.12, 3.01)","1.45e-21",3911
"ACETYLSALICYLIC ACID, FUROSEMIDE, HYDROCHLOROTHIAZIDE","FUROSEMIDE",2.53,"(2.21, 2.9)","4.40e-34",6619
"ACETAMINOPHEN, CLONAZEPAM, FUROSEMIDE","ACETAMINOPHEN",2.53,"(2.11, 3.03)","3.83e-20",10717
"METOPROLOL, FOLIC ACID, LISINOPRIL","METOPROLOL",2.53,"(2.11, 3.03)","3.17e-20",6198
"ACETAMINOPHEN, ZOLPIDEM, ACETYLSALICYLIC ACID","ACETAMINOPHEN",2.53,"(2.25, 2.85)","9.20e-44",10717
"WARFARIN, ACETYLSALICYLIC ACID, FOLIC ACID","WARFARIN",2.53,"(2.06, 3.09)","2.05e-16",4188
"METOCLOPRAMIDE, OMEPRAZOLE, ACETAMINOPHEN","ACETAMINOPHEN",2.53,"(2.19, 2.92)","7.69e-31",10717
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, AMITRIPTYLINE","ACETAMINOPHEN",2.53,"(2.15, 2.97)","1.28e-24",10717
"MONTELUKAST, ACETAMINOPHEN, HYDROCODONE","MONTELUKAST",2.53,"(2.14, 2.98)","2.28e-24",1702
"RANITIDINE, ACETYLSALICYLIC ACID, FUROSEMIDE","FUROSEMIDE",2.53,"(2.18, 2.93)","3.04e-29",6619
"SALBUTAMOL, ACETAMINOPHEN, FUROSEMIDE","SALBUTAMOL",2.53,"(2.27, 2.82)","1.19e-54",3911
"ATORVASTATIN, ACETYLSALICYLIC ACID, INSULIN GLARGINE","INSULIN GLARGINE",2.53,"(2.11, 3.02)","4.79e-21",1579
"OMEPRAZOLE, ACETAMINOPHEN, GABAPENTIN","GABAPENTIN",2.53,"(2.26, 2.83)","1.11e-50",4852
"SALBUTAMOL, SALMETEROL, ZOLPIDEM","SALMETEROL",2.53,"(2.07, 3.08)","6.05e-17",2396
"PREDNISONE, SIMVASTATIN, FUROSEMIDE","PREDNISONE",2.53,"(2.14, 2.98)","1.11e-23",4984
"AMOXICILLIN, SALBUTAMOL, ACETAMINOPHEN","SALBUTAMOL",2.53,"(2.08, 3.06)","3.44e-18",3911
"GADOBENATE DIMEGLUMINE, GADOPENTETATE DIMEGLUMINE, GADOVERSETAMIDE","GADOVERSETAMIDE",2.53,"(1.93, 3.35)","2.58e-13",411
"ZOLPIDEM, FUROSEMIDE, AMLODIPINE","FUROSEMIDE",2.53,"(2.07, 3.07)","2.17e-17",6619
"PANTOPRAZOLE, WARFARIN, FUROSEMIDE","FUROSEMIDE",2.53,"(2.19, 2.92)","2.74e-31",6619
"POTASSIUM CHLORIDE, ACETAMINOPHEN, TRAMADOL","ACETAMINOPHEN",2.53,"(2.09, 3.04)","7.97e-19",10717
"METFORMIN, ACETAMINOPHEN, FUROSEMIDE","METFORMIN",2.53,"(2.19, 2.92)","1.23e-30",4985
"ROSUVASTATIN, ACETAMINOPHEN, HYDROCODONE","HYDROCODONE",2.53,"(2.17, 2.95)","9.04e-28",4590
"SALBUTAMOL, FLUTICASONE PROPIONATE, FOLIC ACID","SALBUTAMOL",2.53,"(2.07, 3.07)","2.29e-17",3911
"OMEPRAZOLE, SIMVASTATIN, ACETAMINOPHEN","ACETAMINOPHEN",2.53,"(2.27, 2.82)","2.49e-52",10717
"METOPROLOL, SIMVASTATIN, DIGOXIN","DIGOXIN",2.53,"(2.12, 3.01)","8.70e-22",1683
"PANTOPRAZOLE, ACETAMINOPHEN, LEVOFLOXACIN","LEVOFLOXACIN",2.53,"(2.17, 2.94)","1.76e-29",2880
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, CODEINE","CODEINE",2.53,"(2.16, 2.96)","3.86e-28",911
"ACETYLSALICYLIC ACID, IRON, AMLODIPINE","ACETYLSALICYLIC ACID",2.53,"(2.15, 2.96)","3.04e-25",13865
"MORPHINE, SIMVASTATIN, ACETAMINOPHEN","ACETAMINOPHEN",2.53,"(2.1, 3.02)","5.94e-20",10717
"OMEPRAZOLE, ACETYLSALICYLIC ACID, CITALOPRAM","OMEPRAZOLE",2.53,"(2.11, 3.01)","1.23e-20",6244
"ACETYLSALICYLIC ACID, CALCIUM, FOLIC ACID","FOLIC ACID",2.53,"(2.05, 3.09)","4.85e-16",2656
"SULFAMETHOXAZOLE, ACETAMINOPHEN, TRIMETHOPRIM","SULFAMETHOXAZOLE",2.53,"(2.22, 2.88)","1.24e-40",1208
"PREDNISONE, ALPRAZOLAM, FUROSEMIDE","ALPRAZOLAM",2.53,"(2.09, 3.04)","3.75e-19",3887
"OMEPRAZOLE, SIMVASTATIN, HYDROCHLOROTHIAZIDE","OMEPRAZOLE",2.53,"(2.16, 2.95)","2.71e-26",6244
"OXYCODONE, PREDNISONE, ACETAMINOPHEN","ACETAMINOPHEN",2.53,"(2.29, 2.79)","1.52e-62",10717
"METHOTREXATE, VITAMIN D, CALCIUM","METHOTREXATE",2.53,"(1.95, 3.22)","2.96e-11",2396
"METOPROLOL, PREDNISONE, WARFARIN","PREDNISONE",2.53,"(2.12, 2.99)","8.36e-22",4984
"LORAZEPAM, ACETAMINOPHEN, FUROSEMIDE","LORAZEPAM",2.53,"(2.23, 2.85)","2.39e-42",3224
"SALBUTAMOL, ACETAMINOPHEN, LANSOPRAZOLE","SALBUTAMOL",2.53,"(2.14, 2.97)","2.72e-24",3911
"OXYCODONE, FUROSEMIDE, LEVOTHYROXINE","FUROSEMIDE",2.53,"(2.12, 3)","1.70e-21",6619
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, FAMOTIDINE","FAMOTIDINE",2.53,"(2.11, 3.01)","2.19e-21",1751
"ATORVASTATIN, SALBUTAMOL, ACETAMINOPHEN","SALBUTAMOL",2.52,"(2.13, 2.97)","9.67e-24",3911
"METHADONE, OXYCODONE, ACETAMINOPHEN","OXYCODONE",2.52,"(2.11, 3)","2.86e-21",4418
"METOPROLOL, WARFARIN, HYDROCHLOROTHIAZIDE","WARFARIN",2.52,"(2.09, 3.02)","1.71e-19",4188
"ACETAMINOPHEN, FAMOTIDINE, HYDROCODONE","ACETAMINOPHEN",2.52,"(2.19, 2.9)","2.33e-31",10717
"OMEPRAZOLE, ACETAMINOPHEN, AMITRIPTYLINE","ACETAMINOPHEN",2.52,"(2.12, 2.98)","1.84e-22",10717
"MORPHINE, ACETAMINOPHEN, TRAMADOL","ACETAMINOPHEN",2.52,"(2.11, 3)","6.73e-21",10717
"LORAZEPAM, PROMETHAZINE, ACETAMINOPHEN","PROMETHAZINE",2.52,"(2.12, 2.99)","1.68e-23",1152
"PAROXETINE, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETAMINOPHEN",2.52,"(2.12, 2.99)","6.62e-22",10717
"OXYCODONE, QUETIAPINE, ACETAMINOPHEN","QUETIAPINE",2.52,"(2.01, 3.13)","7.01e-14",2018
"PREDNISONE, ACETYLSALICYLIC ACID, ESOMEPRAZOLE","PREDNISONE",2.52,"(2.12, 2.99)","8.93e-22",4984
"METOPROLOL, ESOMEPRAZOLE, AMLODIPINE","ESOMEPRAZOLE",2.52,"(2.09, 3.02)","1.00e-19",4163
"ACETAMINOPHEN, ZOLPIDEM, FLUTICASONE PROPIONATE","ZOLPIDEM",2.52,"(2.13, 2.98)","2.64e-23",3296
"SIMVASTATIN, ALPRAZOLAM, FUROSEMIDE","ALPRAZOLAM",2.52,"(2.09, 3.02)","1.26e-19",3887
"METOPROLOL, HYDROCODONE, AMLODIPINE","AMLODIPINE",2.52,"(2.1, 3.01)","5.22e-20",6244
"POTASSIUM CHLORIDE, ACETAMINOPHEN, FENTANYL","ACETAMINOPHEN",2.52,"(2.13, 2.97)","5.59e-23",10717
"METFORMIN, ACETYLSALICYLIC ACID, DIGOXIN","DIGOXIN",2.52,"(2.05, 3.07)","1.42e-16",1683
"LORAZEPAM, OXYCODONE, PREDNISONE","OXYCODONE",2.52,"(2.12, 2.98)","1.67e-22",4418
"METOPROLOL, RANITIDINE, FUROSEMIDE","RANITIDINE",2.52,"(2.05, 3.07)","1.14e-16",2172
"ATENOLOL, SIMVASTATIN, ACETAMINOPHEN","ACETAMINOPHEN",2.52,"(2.16, 2.93)","3.97e-27",10717
"OXYCODONE, ACETYLSALICYLIC ACID, LISINOPRIL","LISINOPRIL",2.52,"(2.16, 2.93)","5.05e-28",5419
"SALMETEROL, FUROSEMIDE, LISINOPRIL","SALMETEROL",2.52,"(2.03, 3.1)","5.00e-15",2396
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, CELECOXIB","ACETAMINOPHEN",2.52,"(2.18, 2.9)","1.76e-30",10717
"METFORMIN, ACETAMINOPHEN, LISINOPRIL","METFORMIN",2.52,"(2.16, 2.92)","2.69e-28",4985
"PREDNISONE, CELECOXIB, FOLIC ACID","FOLIC ACID",2.52,"(2.01, 3.13)","8.96e-14",2656
